Title,Director,Production,Music Composer,Cast,Genre,Release Date,Year,index
Jhansi Rani,Satyanand,,,Rajendra Prasad,,,1988,1098
Kallu,M. V. Raghu,,,Sivaji Raja,,,1988,1099
Khaidi No. 786,Vijaya Bapineedu,,Raj-Koti,Chiranjeevi,,,1988,1100
Maa Inti Maharaju,Vijaya Bapineedu,,Vasu Rao,Krishnam Raju,,,1988,1101
Maharshi,Vamsy,,Ilaiyaraaja,Maharshi Raghava,,,1988,1102
Manchi Donga,K. Raghavendra Rao,,Chakravarthy,Chiranjeevi,,,1988,1103
Marana Mrudangam,A. Kodandarami Reddy,,Ilaiyaraaja,Chiranjeevi,,,1988,1104
Mugguru Kodukulu,Krishna,,,"Krishna, ",,,1988,1105
Murali Krishnudu,Kodi Ramakrishna,,,Akkineni Nagarjuna,,,1988,1106
Pelli Chesi Choodu,Relangi Narasimha Rao,,Vasu Rao,Rajendra Prasad,,,1988,1107
Prana Snehithulu,,,,Krishnam Raju,,,1988,1108
Raktabhishekam,A. Kodandarami Reddy,,Ilaiyaraaja,Balakrishna,,,1988,1109
Raktha Tilakam,B. Gopal,,,Daggubati Venkatesh,,,1988,1110
Ramudu Bheemudu,K. Muralimohana Rao,,Raj-Koti,Balakrishna,,,1988,1111
Rao Gari Illu,Tharani Rao,,,Akkineni Nageswara Rao,,,1988,1112
Rowdy No.1,S. S. Ravichandra,,,Krishna,,,1988,1113
Rudraveena,K. Balachandar,,Ilaiyaraaja,Chiranjeevi,,,1988,1114
Sahasam Cheyara Dimbhaka,Relangi Narasimha Rao,,Chakravarthy,Rajendra Prasad,,,1988,1115
Samsaram,Relangi Narasimha Rao,,,Sobhan Babu,,,1988,1116
Sri Kanaka Mahalakshmi Recording Dance Troupe,Vamsy,,Ilaiyaraaja,Naresh,,,1988,1117
Station Master,Kodi Ramakrishna,,Chakravarthy,Rajendra Prasad,,,1988,1118
Swarnakamalam,K. Vishwanath,,Ilaiyaraaja,Daggubati Venkatesh,,,1988,1119
Thodallullu,Relangi Narasimha Rao,,,Rajendra Prasad,,,1988,1120
Tiragabadda Telugubidda,A. Kodandarami Reddy,,,Nandamuri Balakrishna,,,1988,1121
Trinetrudu,A. Kodandarami Reddy,,Raj-Koti,Chiranjeevi,,,1988,1122
Varasudochadu,Mohan Gandhi,,Ilaiyaraaja,Daggubati Venkatesh,,,1988,1123
Vivaha Bhojanambu,Jandhyala,,Raj-Koti,Rajendra Prasad,,,1988,1124
Yamudiki Mogudu,Raviraja Pinisetty,,Raj-Koti,Chiranjeevi,,,1988,1125
Yuddha Bhoomi,K. Raghavendra Rao,,Chakravarthy,Chiranjeevi,,,1988,1126
20va Shatabdam,Kodi Ramakrishna,,J. V. Ragahvulu,Suman,,,1990,1127
Aayudham,K. Murali Mohan Rao,,,Krishna,,,1990,1128
Adadhi,A. Mohan Gandhi,,,Siva Krishna,,,1990,1129
Abhisarika,Dasari Narayana Rao,,,Suresh,,,1990,1130
Adavi Diviteelu,R. Narayana Murthy,,,,,,1990,1131
Aggiramudu,,,Chakravarthy,Venkatesh,,,1990,1132
Agni Sakshi,M. A. Aziz,,,Shobana,,,1990,1133
Alajadi,T. Bharadwaja,,Raj-Koti,Bhanuchander,,,1990,1134
Alludugaru,K. Raghavendra Rao,,K. V. Mahadevan,Mohan Babu,,,1990,1135
Anjali,Mani Ratnam,,Ilaiyaraaja,Raghuvaran,,,1990,1136
Ankitham,Bandaleswara Rao,,,Suresh,,,1990,1137
Ankusam,Kodi Ramakrishna,,,Rajasekhar,,,1990,1138
Anna Thammudu,Krishna,,,Krishna,,,1990,1139
Balachandrudu,Krishna,,,Mahesh Babu,,,1990,1140
Bamma Maata Bangaru Baata,Rajasekhar,,Chandrabose,Rajendra Prasad,,,1990,1141
Bobbili Raja,B. Gopal,,Ilaiyaraaja,Daggubati Venkatesh,,,1990,1142
Chaitanya,Prathap Pothan,,Ilaiyaraaja,Akkineni Nagarjuna,,,1990,1143
Chevilo Puvvu,E. V. V. Satyanarayana,,K. V. Mahadevan,Rajendra Prasad,,,1990,1144
Chinnari Muddula Papa,Vaasi Reddy,,,NTR,,,1990,1145
Dagudumuthala Dampathyam,Relangi Narasimha Rao,,,ANR,,,1990,1146
Guru Sishyulu,Muthuraman,,Ilaiyaraaja,Rajendra Prasad,,,1990,1147
Idem Pellam Baboi,Ravi Teja,,Ilaiyaraaja,Rajendra Prasad,,,1990,1148
Iddaru Iddare,A. Kodandarami Reddy,,Raj-Koti,ANR,,,1990,1149
Inspector Rudra,Krishna Ghattamaneni,,K. V. Mahadevan,Krishna,,,1990,1150
Jagadeka Veerudu Athiloka Sundari,K. Raghavendra Rao,,Ilaiyaraaja,Chiranjeevi,,,1990,1151
Jayammu Nischayammu Raa,Jandhyala,,,Rajendra Prasad,,,1990,1152
Kadapa Redamma,Bharathwaja,,,Mohan Babu,,,1990,1153
Kartavyam,Mohan Gandhi,,,Vijayashanti,,,1990,1154
Kodama Simham,Murali Mohan Rao,,Raj-Koti,Chiranjeevi,,,1990,1155
Kokila,Geetha Krishna,,,Naresh,,,1990,1156
Kondaveeti Donga,A. Kodandarami Reddy,,Ilaiyaraaja,Chiranjeevi,,,1990,1157
Lorry Driver,B. Gopal,,Chakravarthy,Balakrishna,,,1990,1158
Magaadu,K. Madhu,,,Rajasekhar,,,1990,1159
Mahajananiki Maradalu Pilla,Vallabhaneni Jhanardan,,,Rajendra Prasad,,,1990,1160
Mama Alludu,Dasari Narayana Rao,,,Rajendra Prasad,,,1990,1161
Manasu Mamata,Mouli,,M. M. Keeravani,Naresh,,,1990,1162
Master Kapuram,P. N. Ramachandra Rao,,,Rajendra Prasad,,,1990,1163
Matti Manushulu,B. Narsing Rao,,,Archana,,,1990,1164
Mrugathrushna,P. Sambasiva Rao,,,Revathy,,,1990,1165
Muddula Menalludu,Kodi Ramakrishna,,,Nandamuri Balakrishna,,,1990,1166
Nari Nari Naduma Murari,A. Kodandarami Reddy,,K. V. Mahadevan,Balakrishna,,,1990,1167
Navayugam,K. Aditya,,,Rajendra Prasad,,,1990,1168
Neti Siddhartha,Kranthi Kumar,,,Akkineni Nagarjuna,,,1990,1169
Police Bharya,Mohan Gandhi,,,Naresh,,,1990,1170
Prananiki Pranam,Chalasani Rama Rao,,,Nandamuri Balakrishna,,,1990,1171
Prema Khaidi,E. V. V. Satyanarayana,,Rajan-Nagendra,Harish,,,1990,1172
Prema Yuddham,S. V. Rajendra Singh Babu,,,Akkineni Nagarjuna,,,1990,1173
Prema Zindabad,Jandhyala Subramanya Sastry,,,Rajendra Prasad,,,1990,1174
Qaidi Dada,T. L. V. Prasad,,,Suman,,,1990,1175
Raja Vikramarka,Ravi Raja Pinisetty,,Raj-Koti,Chiranjeevi,,,1990,1176
Rambha Rambabu,Relangi Narasimha Rao,,,Rajendra Prasad,,,1990,1177
Rao Gari Intlo Rowdy,Kodi Ramakrishna,,,Akkineni Nageswara Rao,,,1990,1178
Samrajyam,,,,,,,1990,1179
Sathruvu,Kodi Ramakrishna,,Ilaiyaraaja,Venkatesh,,,1990,1180
Udhyamam,K. Ranga Rao,,,Bhanuchander,,,1990,1181
Yamadharma Raju,Ravi Raja Pinisetty,,Raj-Koti,Mohan Babu,,,1990,1182
Yauvana Poratham,,,,,,,1990,1183
Yuvabharatham,M. S. Gopinath,,,,,,1990,1184
Aada Pilla,K. Vasu,,,"Harish, Kinnera",Romance,,1991,1185
Aagraham,K. S. Ravikumar,,,Rajasekhar,Action,,1991,1186
Aditya 369,Singeetham Sreenivasa Rao,,,Balakrishna,Action,,1991,1187
Alludu Diddina Kapuram,Krishna Ghattamaneni,,,Krishna,Comedy Drama,,1991,1188
Amma,Suresh Krissna,,,Sharat Babu,Drama,,1991,1189
Amma Kadupu Challaga,Boyini Subbarao,,,Prashanth,Drama,,1991,1190
Amma Rajinama,Dasari Narayana Rao,,,Sharada,Drama,,1991,1191
Appula Appa Rao,E. V. V. Satyanarayana,,,Rajendra Prasad,Comedy,,1991,1192
April 1 Vidudala,Vamsy,,,Rajendra Prasad,"Comedy, Drama",,1991,1193
Assembly Rowdy,B. Gopal,,,Mohan Babu,Action,,1991,1194
Ashwini,Ramoji Rao,,,Bhanuchander,Sports,,1991,1195
Athiradhudu,A. Chandra,,,Bhanuchander,Romance,,1991,1196
Athma Bandham,Sunil Varma,,,Suman,Drama,,1991,1197
Attintlo Adde Mogudu,Relangi Narasimha Rao,,,Rajendra Prasad,Comedy,,1991,1198
Bharat Bandh,Kodi Ramakrishna,,,"Vinod Kumar, ",Action,,1991,1199
Bhargava,R. S. Ramaraju,,,Suman,Action,,1991,1200
Brahmarshi Vishwamitra,NTR,,,NTR,Fiction,,1991,1201
Chanti,Raviraja Pinishetti,,,Daggubati Venkatesh,Drama,,1991,1202
Chitram Bhalare Vichitram,P N Ramachander Rao,,,Naresh,Comedy,,1991,1203
Coolie No. 1,K. Raghavendra Rao,,,Daggubati Venkatesh,Action,,1991,1204
Edu Kondalaswamy,,,,,,,1991,1205
Edurinti Mogudu Pakkinti Pellam,Relangi Narasimha Rao,,,Rajendra Prasad,,,1991,1206
Gang Leader,Vijaya Baapineedu,,,Chiranjeevi,,,1991,1207
Iddaru Pellala Muddula Police,Relangi Narasimha Rao,,,Rajendra Prasad,,,1991,1208
Indra Bhavanam,,,,Krishna,,,1991,1209
Jaitra Yatra,Uppalapati Narayana Rao,,,Akkineni Nagarjuna,,,1991,1210
Kalikalam,Muthyala Subbaiah,,,Chandra Mohan,,,1991,1211
Karthavyam,,,,Vijayashanti,,,1991,1212
Keechu Raallu,Geetha Krishna,,,Bhanu Chander,,,1991,1213
Kobbari Bondam,S. V. Krishnareddy,,,Rajendra Prasad,,,1991,1214
Kshana Kshanam,Ram Gopal Varma,,,Daggubati Venkatesh,,,1991,1215
Madhura Nagarilo,Kodi Ramakrishna,,,"Suresh, Meena",,,1991,1216
Mamagaru,Muthyala Subbaiah,,,"Vinod Kumar, ",,,1991,1217
Minor Raja,Katragadda Ravi Teja,,,Rajendra Prasad,,,1991,1218
Naa Ille Naa Swargam,,,,Krishna,,,1991,1219
Naa Pellam Naa Ishtam,,,,,,,1991,1220
Nagastharam ,,,,"Krishna, ",,,1991,1221
Nayakuralu,,,,,,,1991,1222
Nirnayam,Priyadarshan,,,Akkineni Nagarjuna,,,1991,1223
Niyantha,Dasari Narayana Rao,,,Vinod Kumar,,,1991,1224
Pandirimancham,Omkar,,,Jagapathi Babu,,,1991,1225
Parama Sivudu,,,,,,,1991,1226
Parishkaram,Taruni,,,Jagapati Babu,,,1991,1227
Peddintalludu,Sarath,,,Suman,,,1991,1228
Pelli Pustakam,Bapu,,,Rajendra Prasad,,,1991,1229
People's Encounter,Mohan Gandhi,,,Meka Srikanth,,,1991,1230
Prardhana,,,,Suresh,,,1991,1231
Prema Entha Madhuram,,,,,,,1991,1232
Prema Thapassu,Dr. N. Shiva Prasad,,,Rajendra Prasad,,,1991,1233
Ramudu Kadu Rakshasudu,,,,Suman,,,1991,1234
Rowdy Alludu,K. Raghavendra Rao,,,Chiranjeevi,,,1991,1235
Rowdy Gaari Pellam,K. S. Prakash Rao,,,Mohan Babu,,,1991,1236
Sarpayagam,Parchuri brothers,,,Sobhan Babu,Drama,,1991,1237
Seetharamayya Gari Manavaralu,Krathi Kumar,,,ANR,,,1991,1238
Shanti Kranti,V. Ravichandran,,,Nagarjuna Akkineni,Musical,,1991,1239
Siva Shakthi,,,,"Prabhu, Karthik",,,1991,1240
Sri Edukondala Swaami,,,,,,,1991,1241
Stuartpuram Police Station,Yandamuri Veerendranath,,,Chiranjeevi,,,1991,1242
Surya IPS,A. Kodandarami Reddy,,,Daggubati Venkatesh,,,1991,1243
Talli Tandrulu,Tatineni Rama Rao,,,Nandamuri Balakrishna,Drama,,1991,1244
Teneteega,M. Nanda Kumar,,,Rajendra Prasad,,,1991,1245
Vichitra Prema,Jandhyala Subramanya Sastry,,,Rajendra Prasad,,,1991,1246
Yerra Mandaram,,,,Rajendra Prasad,,,1991,1247
Yugantam,,,,,,,1991,1248
Aa Okkati Adakku,E. V. V. Satyanarayana,,Ilaiyaraaja,Rajendra Prasad,,,1992,1249
Aapadbandhavudu,K. Vishwanath,,M. M. Keeravani,Chiranjeevi,,,1992,1250
Adharsham,Mouli,,M. M. Keeravani,Jagapathi Babu,,,1992,1251
Adrushtam,Mouli,,Anand–Milind,Naresh,,,1992,1252
Agreement,Manivannan,,M. M. Keeravani,Nagendra Babu,,,1992,1253
Ahankari,Dasari Narayana Rao,,Raj-Koti,Rajasekhar,,,1992,1254
Akka Mogudu,Kranthi Kumar,,Raj-Koti,Rajasekhar,,,1992,1255
Alexander,K. Ranga Rao,,Raj-Koti,Suman,,,1992,1256
Allari Mogudu,K. Raghavendra Rao,,M. M. Keeravani,Mohan Babu,,,1992,1257
Allari Pilla,Kodi Ramakrishna,,Vidyasagar,Suresh,,,1992,1258
Ankuram,Uma Maheshwara Rao,,Hamsalekha,Sarath Babu,,,1992,1259
Antham,Ram Gopal Varma,,R. D. Burman,Nagarjuna Akkineni,,,1992,1260
Appula Appa Rao,E. V. V. Satyanarayana,,Rajan–Nagendra,Rajendra Prasad,,,1992,1261
Asadhyulu,Joemon,,,Jagapathi Babu,,,1992,1262
Aswamedham,K. Raghavendra Rao,,Ilaiyaraaja,Balakrishna Nandamuri,,,1992,1263
Atta Sommu Alludu Danam,Y. Nageswara Rao,,,"Vinod Kumar, ",,,1992,1264
Ayyayyo Brahamayya,Akella,,B. R. Suresh,Naresh,,,1992,1265
Babai Hotel,Jandhyala Subramanya Sastry,,Suresh,Brahmanandam,,,1992,1266
Balarama Krishnulu,Ravi Raja Pinisetty,,Raj-Koti,Shoban Babu,,,1992,1267
Bangaru Mama,,,Raj-Koti,"Vinod Kumar, ",,,1992,1268
Bhadram Koduko,Akkineni Kutumba Rao,,,Santhosh Reddy,,,1992,1269
Bhale Khaideelu,,,,Nirosha,,,1992,1270
Brundavanam,Singeetam Srinivasa Rao,,Madhavapeddi Suresh,Rajendra Prasad,,,1992,1271
Chakravyuham,Balu Mahendra,,,Suman,,,1992,1272
Champion,Y. Nageswara Rao,,Vidyasagar,Vinod Kumar,,,1992,1273
Chanti,Ravi Raja Pinisetty,,Ilaiyaraaja,Daggubati Venkatesh,,,1992,1274
Chillara Mogudu Allari Koduku,Relangi Narasimha Rao,,Vidyasagar,Chandra Mohan,,,1992,1275
Chinarayudu,B. Gopal,,Ilaiyaraaja,Daggubati Venkatesh,,,1992,1276
Chitram Bhalare Vichitram,P N Ramachandra Rao,,Vidyasagar,Naresh,,,1992,1277
Chittemma Mogudu,A. Kodandarami Reddy,,,Mohan Babu,,,1992,1278
Collectorgari Alludu,Sarath,,Raj-Koti,Suman,,,1992,1279
College Bullodu,Sarath,,Raj-Koti,Akkineni Nageswara Rao,,,1992,1280
Dabbu Bhale Jabbu,K. Rajendra,,,"Raj Kumar, ",,,1992,1281
Dharma Kshetram,Kodandarami Reddy,,Ilaiyaraaja,Balakrishna Nandamuri,,,1992,1282
Doctor Ambedkar,,,,,,,1992,1283
Donga Police,K. S. Prakash Rao,,Bappi Lahiri,Mohan Babu,,,1992,1284
Doshi,VBLV Prasad,,Raj-Koti,Ramki,,,1992,1285
Gang War,Kodi Ramakrishna,,,"Vinod Kumar, Ashok Kumar, ",,,1992,1286
Gharana Mogudu,K. Raghavendra Rao,,M. M. Keeravani,Chiranjeevi,,,1992,1287
Golmaal Govindam,Tatineni Rama Rao,,Chakravarthy,Rajendra Prasad,,,1992,1288
Gowramma,Rama Narayanan,,,Nizhalgal Ravi,,,1992,1289
Jaganaddam and Sons,Anil Kumar,,,Suresh,,,1992,1290
Joker Mama Super Alludu,K. Vasu,,,Brahmanandam,,,1992,1291
Kala Rathrilo Kanne Pilla,Raj Kamal,,C. Sathyam,"Sharath, Abhilasha, ",,,1992,1292
Killer,Fazil,,Ilaiyaraaja,Akkineni Nagarjuna,,,1992,1293
Lathi,Gunasekhar,,,Prashanth Thiagarajan,,,1992,1294
Madhavayya Gari Manavadu,Muthyala Subbaiah,,,Harish Kumar,,,1992,1295
Mother India,T. V. Ramana Reddy,,,Jagapathi Babu,,,1992,1296
 Mogudu Pellala Dongata,Relangi Narasimha Rao,,Raj-Koti,Naresh,,,1992,1297
Moratodu Naa Mogudu,A. Kodandarami Reddy,,Ilaiyaraaja,Rajasekhar,,,1992,1298
Naga Kanya,Chola Rajan,,,Suresh,,,1992,1299
Naga Bala,Rama Narayanan,,Sankar Ganesh,Baby Shamili,,,1992,1300
Nani,Krishna Mohan Reddy,,Chakravarthy,Charanraj,,,1992,1301
Parvatalu Panakalu,Muthyala Subbaiah,,Ramesh,S. P. Balasubrahmanyam,,,1992,1302
Pattudala,G. B. Shekar,,Ilaiyaraaja,Suman,,,1992,1303
Peddarikam,A. M. Rathnam,,Raj-Koti,Jagapati Babu,,,1992,1304
Pellam Chatu Mogudu,Relangi Narasimha Rao,,J. V. Raghavulu,Dasari Narayana Rao,,,1992,1305
Pellam Chebithe Vinali,Kodi Ramakrishna,,Chakravarthy,Harish Kumar,,,1992,1306
Pellante Noorella Panta,Muthyala Subbaiah,,,S. P. Balasubrahmanyam,,,1992,1307
Pellaniki Premalekha Priyuraliki Subhalekha,Relangi Narasimha Rao,,J. V. Raghavulu,Rajendra Prasad,,,1992,1308
Pelli Neeku Sukham Naaku,P. N. Ramchandra Rao,,Raj-Koti,Naresh,,,1992,1309
Police Brothers,Mohan Gandhi,,,Vinod Kumar,,,1992,1310
Pranadaata,Mohan Gandhi,,Raj-Koti,Akkineni Nageswara Rao,,,1992,1311
Prema Drohi,Kondaveeti Satyam,,,Brahmanandam,,,1992,1312
Prema Shikharam,Satya Gopla Ram,,,Prashanth,,,1992,1313
Prema Vijeta,K. Sadasiva Rao,,Ilaiyaraaja,Suresh,,,1992,1314
President Gari Pellam,A. Kodandarami Reddy,,M. M. Keeravani,Akkineni Nagarjuna,,,1992,1315
Priyathama,Geetha Krishna,,Ilaiyaraaja,"Raghu, ",,,1992,1316
Public Rowdy,Sagar,,Raj-Koti,Bhanuchander,,,1992,1317
Raguluthunna Bharatham,Allani Sridhar,,,ANR,,,1992,1318
Rakta Tarpanam,Krishna Ghattamaneni,,Bappi Lahiri,Krishna,,,1992,1319
Rowdy Inspector,B. Gopal,,Bappi Lahiri,Balakrishna Nandamuri,,,1992,1320
Sahasam,Suresh Krissna,,,Jagapathi Babu,,,1992,1321
Samrat Ashoka,NTR,,,"NTR, ",,,1992,1322
Seetapathi Chalo Tirupathi,Vijaya Bapineedu,,,Rajendra Prasad,,,1992,1323
Seetharatnam Gari Abbayi,E. V. V. Satyanarayana,,,Vanisri,,,1992,1324
Subba Rayudi Pelli,Dasari Narayana Rao,,,Rajendra Prasad,,,1992,1325
Sundarakanda,K. Raghavendra Rao,,M. M. Keeravani,Daggubati Venkatesh,,,1992,1326
Swati Kiranam,K. Vishwanath,,K. V. Mahadevan,Mammootty,,,1992,1327
Teja,N. Hari Babu,,,Master Tarun,,,1992,1328
Valu Jada Tolu Beltu,Vijaya Bapineedu,,,Rajendra Prasad,,,1992,1329
Yagnam,Gutha Ramineedu,,,P. L. Narayana,,,1992,1330
Aagraham,K. S. Ravikumar,,,Rajasekhar,,,1993,1331
Aadarsham,,,,Jagapathi Babu,,,1993,1332
Aasayam,Mohan Gandhi,,,Vijayashanti,,,1993,1333
Abbaigaru,E. V. V. Satyanarayana,,M. M. Keeravani,Daggubati Venkatesh,,,1993,1334
Akka Pettanam Chelleli Kapuram,Dasari Narayana Rao,,,Rajendra Prasad,,,1993,1335
Allari Alludu,A. Kodandarami Reddy,,M. M. Keeravani,Akkineni Nagarjuna,,,1993,1336
Allari Priyudu,K. Raghavendra Rao,,M. M. Keeravani,Rajasekhar,,,1993,1337
Amma Koduku,Vadde Ramesh,,Ilaiyaraaja,Rajasekhar,,,1993,1338
Bangaru Bullodu,Raviraja Pinisetty,,Raj-Koti,Nandamuri Balakrishna,,,1993,1339
Bava Bavamaridi,Sarath,,Raj-Koti,Suman,,,1993,1340
Chirunavvula Varamistava,N. H. Chandra,,,Vikram,,,1993,1341
Chittemma Mogudu,Kodi Ramakrishna,,M. M. Keeravani,Mohan Babu,,,1993,1342
Detective Narada,Vamshi,,Ilaiyaraaja,Mohan Babu,,,1993,1343
Evandi Aavida Vachindi,E. V. V. Satyanarayana,,,Sobhan Babu,,,1993,1344
Gaayam,Ram Gopal Varma,,,Jagapathi Babu,,,1993,1345
Jamba Lakidi Pamba,E. V. V. Satyanarayana,,Raj-Koti,Naresh,,,1993,1346
Joker,Vamshi,,Vamshi,Rajendra Prasad,,,1993,1347
Kannayya Kittayya,Relangi Narasimha Rao,,"
",Rajendra Prasad,,,1993,1348
Kondapalli Raja,Raviraja Pinisetty,,M. M. Keeravani,Daggubati Venkatesh,,,1993,1349
Kongu Chatu Krishnudu,K. Ajay Kumar,,Sri,Naresh,,,1993,1350
Kunti Putrudu,Dasari Narayana Rao,,Ilaiyaraaja,Mohan Babu,,,1993,1351
Mahanadi,Santhana Bharathi,,Ilaiyaraaja,Kamal Hassan,,,1993,1352
Major Chandrakanth,K. Raghavendra Rao,,M. M. Keeravani,N.T. Rama Rao,,,1993,1353
Manavarali Pelli,P N Ramachandra Rao,,Vidyasagar,Harish,,,1993,1354
Matru Devo Bhava,K. Ajay Kumar,,,Madhavi,,,1993,1355
Mayalodu,S. V. Krishna Reddy,,S. V. Krishna Reddy,Rajendra Prasad,,,1993,1356
Mechanic Alludu,B. Gopal,,Raj-Koti,Chiranjeevi,,,1993,1357
Money,Shiva Nageswara Rao,,Sri,J. D. Chakravarthy,,,1993,1358
Mister Pellam,Bapu,,M. M. Keeravani,Rajendra Prasad,,,1993,1359
Mutha Mestri,A. Kodandarami Reddy,,Raj-Koti,Chiranjeevi,,,1993,1360
Nippu Ravva,A. Kodandarami Reddy,,Bappi Lahiri,Balakrishna Nandamuri,,,1993,1361
One By Two,Shiva Nageswara Rao,,,Meka Srikanth,,,1993,1362
Parugo Parugu,Relangi Narasimha Rao,,Raj-Koti,Rajendra Prasad,,,1993,1363
Paruvu Pratishta,V. C. Guhanathan,,Raj-Koti,"Suman, Suresh, Malasri, Lakshmi, Srividya, Raj Kumar, Srinath",,,1993,1364
